,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.575,0.015,0.547,0.602,0.0,0.0,13809.0,11653.0,1.0
post_test_posterior,0.621,0.015,0.593,0.648,0.0,0.0,14254.0,11363.0,1.0
difference_of_means,0.045,0.021,0.007,0.084,0.0,0.0,14079.0,11569.0,1.0
