,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.405,0.033,0.343,0.466,0.0,0.0,14910.0,11277.0,1.0
post_test_posterior,0.518,0.034,0.456,0.582,0.0,0.0,14472.0,10975.0,1.0
difference_of_means,0.112,0.047,0.027,0.2,0.0,0.0,15267.0,12131.0,1.0
