,participant_id,task_idx,task_status,results_responses_pos,results_responses_fix,results_rt,results_targetvalue_stim,results_targetvalue_fixation,results_target_distance,results_rt_fixation
0,2,3,PRE_TEST,"0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1","1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1","873,617,1438,869,539,597,888,1307,880,491,527,593,418,583,401,401,549,454,371,940,544,403,404,433,380,544,401,381,329,498,366,435,316,394,380,508,503,365,350,367","1,2,2,2,0,3,1,3,0,0,0,1,3,2,1,0,1,2,2,2,0,0,3,2,1,2,3,2,1,1,0,3,3,2,1,3,2,3,3,1","1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1","358,179,358,179,179,358,358,179,358,179,179,358,358,179,179,358,358,179,358,179,179,358,358,179,179,358,179,358,179,358,179,358,358,179,179,358,179,358,179,358","1546,876,851,1080,2186,1133,749,884,807,907,1243,754,611,472,494,495,763,357,529,512,637,505,610,45637,1116,473,602,401,546,472,884,444,534,536,873,440,423,474,312,595"
1,2,3,POST_TEST,"0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1","1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0","483,527,675,373,634,334,427,372,427,455,416,315,455,501,589,713,333,634,635,853,366,306,717,288,433,372,337,443,465,340,331,360,596,256,418,360,414,405,426,331","2,1,1,0,0,3,1,0,3,3,0,1,3,3,1,0,0,2,1,1,3,0,0,1,2,0,0,1,0,2,3,0,1,1,1,3,1,1,1,1","1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0","358,179,358,179,179,358,179,358,358,179,179,358,358,179,358,179,179,358,179,358,358,179,179,358,358,179,179,358,179,358,179,358,358,179,358,179,179,358,358,179","1111,690,474,734,824,914,541,648,725,2076,440,558,492,573,580,442,498,289,381,516,530,534,451,427,478,535,513,408,406,423,454,548,477,689,296,428,442,470,627,542"
