,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.675,0.016,0.645,0.704,0.0,0.0,7208.0,5985.0,1.0,True
post_test_theta,0.78,0.014,0.753,0.807,0.0,0.0,7758.0,5307.0,1.0,True
difference_of_means,0.105,0.022,0.065,0.146,0.0,0.0,7439.0,5534.0,1.0,True
