,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.873,0.012,0.85,0.895,0.0,0.0,7394.0,5639.0,1.0,True
post_test_theta,0.955,0.007,0.941,0.968,0.0,0.0,7037.0,5528.0,1.0,True
difference_of_means,0.082,0.014,0.055,0.108,0.0,0.0,7190.0,5540.0,1.0,True
