,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.712,0.009,0.695,0.729,0.0,0.0,7422.0,6304.0,1.0,True
post_test_theta,0.786,0.008,0.771,0.802,0.0,0.0,7250.0,5779.0,1.0,True
difference_of_means,0.074,0.012,0.05,0.096,0.0,0.0,7292.0,6194.0,1.0,True
