,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.575,0.024,0.53,0.617,0.0,0.0,7391.0,6032.0,1.0,True
post_test_theta,0.625,0.023,0.582,0.668,0.0,0.0,7053.0,5855.0,1.0,True
difference_of_means,0.05,0.034,-0.01,0.115,0.0,0.0,7416.0,5714.0,1.0,True
