,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.569,0.035,0.499,0.631,0.0,0.0,6783.0,6309.0,1.0,True
post_test_theta,0.619,0.034,0.558,0.688,0.0,0.0,6874.0,5606.0,1.0,True
difference_of_means,0.05,0.049,-0.04,0.144,0.001,0.0,6879.0,5586.0,1.0,True
