,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.971,0.007,0.957,0.984,0.0,0.0,6859.0,5312.0,1.0,True
post_test_theta,0.971,0.007,0.957,0.984,0.0,0.0,6931.0,5241.0,1.0,True
difference_of_means,0.001,0.01,-0.019,0.02,0.0,0.0,6904.0,5728.0,1.0,True
