,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.977,0.007,0.965,0.989,0.0,0.0,6583.0,4710.0,1.0,True
post_test_theta,0.974,0.007,0.961,0.986,0.0,0.0,6765.0,5387.0,1.0,True
difference_of_means,-0.004,0.01,-0.021,0.016,0.0,0.0,6800.0,5597.0,1.0,True
