,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
mu_pre_test,2.277,0.003,2.272,2.282,0.0,0.0,34659.0,22359.0,1.0,True
mu_post_test,2.277,0.003,2.272,2.282,0.0,0.0,37865.0,23346.0,1.0,True
sigma,0.012,0.001,0.01,0.015,0.0,0.0,34626.0,22075.0,1.0,True
difference_of_means,-0.001,0.004,-0.008,0.007,0.0,0.0,36506.0,23318.0,1.0,True
