,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
mu_pre_test,2.278,0.004,2.271,2.285,0.0,0.0,38650.0,23527.0,1.0,True
mu_post_test,2.282,0.004,2.275,2.289,0.0,0.0,37647.0,23401.0,1.0,True
sigma,0.016,0.002,0.013,0.02,0.0,0.0,32648.0,19882.0,1.0,True
difference_of_means,0.004,0.005,-0.005,0.014,0.0,0.0,37585.0,24991.0,1.0,True
