,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_pre_test,2.28,0.002,2.275,2.284,0.0,0.0,38909.0,22249.0,1.0
mu_post_test,2.279,0.002,2.275,2.284,0.0,0.0,34852.0,22419.0,1.0
sigma,0.011,0.001,0.009,0.014,0.0,0.0,30027.0,18139.0,1.0
difference_of_means,-0.0,0.004,-0.007,0.006,0.0,0.0,36914.0,22674.0,1.0
