,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.627,0.046,0.538,0.711,0.0,0.0,13083.0,11779.0,1.0
post_test_posterior,0.773,0.041,0.698,0.849,0.0,0.0,13517.0,10768.0,1.0
difference_of_means,0.145,0.062,0.032,0.262,0.001,0.0,13190.0,11497.0,1.0
