,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.962,0.006,0.951,0.973,0.0,0.0,14253.0,11215.0,1.0
post_test_posterior,0.949,0.007,0.936,0.961,0.0,0.0,13763.0,11392.0,1.0
difference_of_means,-0.013,0.009,-0.03,0.003,0.0,0.0,14059.0,11140.0,1.0
