,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.053,0.019,0.02,0.09,0.0,0.0,6648.0,4333.0,1.0,True
post_test_theta,0.194,0.035,0.132,0.259,0.0,0.0,6245.0,5641.0,1.0,True
difference_of_means,0.142,0.039,0.071,0.217,0.0,0.0,6627.0,5498.0,1.0,True
