,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.92,0.01,0.901,0.939,0.0,0.0,7077.0,5197.0,1.0,True
post_test_theta,0.927,0.01,0.909,0.945,0.0,0.0,6678.0,5414.0,1.0,True
difference_of_means,0.007,0.014,-0.02,0.032,0.0,0.0,6624.0,5544.0,1.0,True
