,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.574,0.024,0.53,0.62,0.0,0.0,13047.0,11573.0,1.0
post_test_posterior,0.624,0.023,0.58,0.667,0.0,0.0,14592.0,11252.0,1.0
difference_of_means,0.05,0.033,-0.013,0.112,0.0,0.0,13923.0,11105.0,1.0
