,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.797,0.03,0.741,0.852,0.0,0.0,7140.0,6053.0,1.0,True
post_test_theta,0.792,0.031,0.734,0.85,0.0,0.0,7382.0,4498.0,1.0,True
difference_of_means,-0.006,0.043,-0.088,0.072,0.001,0.0,6985.0,5833.0,1.0,True
