,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.971,0.007,0.958,0.984,0.0,0.0,14150.0,11331.0,1.0
post_test_posterior,0.971,0.007,0.957,0.984,0.0,0.0,14059.0,10512.0,1.0
difference_of_means,0.0,0.01,-0.018,0.02,0.0,0.0,14287.0,11316.0,1.0
