,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.857,0.018,0.823,0.889,0.0,0.0,12755.0,10129.0,1.0
post_test_posterior,0.987,0.006,0.977,0.997,0.0,0.0,13536.0,10061.0,1.0
difference_of_means,0.131,0.019,0.097,0.167,0.0,0.0,13026.0,10167.0,1.0
