,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_pre_test,2.278,0.002,2.274,2.282,0.0,0.0,40170.0,23347.0,1.0
mu_post_test,2.278,0.002,2.274,2.282,0.0,0.0,38730.0,22848.0,1.0
sigma,0.01,0.001,0.008,0.012,0.0,0.0,31776.0,20773.0,1.0
difference_of_means,-0.0,0.003,-0.006,0.006,0.0,0.0,38907.0,23349.0,1.0
