,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
mu_pre_test,2.279,0.002,2.275,2.283,0.0,0.0,35754.0,21424.0,1.0,True
mu_post_test,2.278,0.002,2.274,2.281,0.0,0.0,34037.0,22493.0,1.0,True
sigma,0.009,0.001,0.007,0.011,0.0,0.0,34733.0,21340.0,1.0,True
difference_of_means,-0.001,0.003,-0.007,0.004,0.0,0.0,34671.0,21582.0,1.0,True
