,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_pre_test,2.277,0.003,2.272,2.282,0.0,0.0,35648.0,22961.0,1.0
mu_post_test,2.277,0.003,2.272,2.282,0.0,0.0,39870.0,24172.0,1.0
sigma,0.012,0.001,0.009,0.015,0.0,0.0,30416.0,19631.0,1.0
difference_of_means,-0.001,0.004,-0.008,0.006,0.0,0.0,37727.0,23220.0,1.0
