,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.437,0.048,0.346,0.526,0.001,0.0,6894.0,6032.0,1.0,True
post_test_theta,0.617,0.045,0.533,0.701,0.001,0.0,6839.0,6003.0,1.0,True
difference_of_means,0.18,0.066,0.054,0.302,0.001,0.001,6825.0,5939.0,1.0,True
