,participant_id,task_idx,task_status,results_responses,results_rt,results_targetvalue,results_flagcorrect,results_stimind,results_trial
0,4,6,PRE_TEST,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0",",,,,,,,,,,,,,,,,,,,1007,,,,968,834,,,,868,1001,1001,,834,,,1000,868,1001,,868,,,,902,902,936,1002,1002,,936,,,,903,,934,1002,1003,869,802,,,,,902,,933,,936,868,868,,799,933,902,,967,866,940,,835,836,,,,,868,835,968,,935,1001,934,,967,,969,,,867,833,834,1029,998,899,867,,,,,,,,,,,969,1001,936,","1,0,0,1,1,0,1,1,1,1,1,1,1,2,2,0,0,1,0,1,1,0,2,2,2,1,1,0,2,2,1,0,2,1,0,0,2,0,0,1,1,2,0,2,0,0,0,1,1,2,1,1,2,2,1,2,0,2,0,1,1,0,1,2,2,1,2,2,0,1,0,1,2,1,2,1,0,2,0,0,2,1,1,1,2,1,2,0,2,2,0,0,1,1,1,0,2,1,2,2,0,2,2,0,0,2,2,0,0,2,2,0,2,0,2,0,2,0,0,0","true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,true,false,true,true,false,false,false,false,true,true,true,true,false,true,true,true,false,true,false,false,true,true,true,false,true,true,true,false,false,false,false,true,true,false,true,true,false,true,false,true,true,false,true,true,false,true,true,false,true,false,false,false,false,true,false,true,true,true,false,true,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,true,false,false,true","1,0,1,6,3,2,5,0,4,7,2,25,23,25,23,3,4,30,5,37,15,6,30,15,37,38,35,7,35,38,12,8,12,24,9,10,24,11,12,11,9,11,13,9,14,15,16,22,20,22,16,21,20,16,17,21,17,17,18,31,14,19,33,14,31,19,33,19,20,39,21,28,39,18,28,8,22,18,23,24,8,10,27,29,27,36,10,25,29,36,26,27,26,34,13,28,26,32,34,13,29,32,1,30,31,3,5,32,33,4,0,34,6,35,2,36,7,37,38,39","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119"
1,4,7,POST_TEST,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0",",,,,,,,,,,,,,,,1005,968,,,,,,,,,840,903,,,,,,935,867,,,924,,1012,,1000,,859,891,934,,1001,810,,,,934,936,,,1001,1001,,,,,802,801,,,901,,935,,,,867,,,,,,,901,809,821,,835,,,,,867,879,,966,,,885,,868,,903,862,,,836,834,844,880,,,,,867,769,,,868,936,968,1002,905,904,","1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,2,2,0,1,0,2,0,1,1,0,2,2,1,1,1,2,1,2,2,0,1,2,1,1,1,2,0,2,2,2,1,0,2,1,1,1,2,2,0,0,2,0,1,1,2,0,2,0,1,0,0,1,2,0,1,0,2,0,2,1,1,0,0,2,2,1,1,2,2,1,1,0,2,1,2,2,0,0,1,0,1,1,2,2,0,0,2,0,0,0,2,2,0,2,0,2,2,0,2,0,2,0,0,2,0","true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,true,false,true,false,true,true,true,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,false,true,false,false,true,true","5,0,3,4,1,1,0,6,2,2,7,3,4,25,37,25,37,5,27,6,27,7,12,8,8,12,8,31,10,35,31,15,10,35,9,16,15,39,20,22,16,10,39,20,22,28,11,28,11,18,33,11,18,12,13,33,14,29,14,29,15,14,16,24,17,18,36,24,19,21,20,36,21,21,17,19,22,23,17,19,23,30,23,30,34,9,24,34,32,9,32,25,26,13,27,26,38,13,26,28,29,38,30,31,32,3,5,33,0,34,2,4,35,1,36,6,37,38,7,39","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119"
