,participant_id,task_idx,task_status,results_responses,results_rt,results_ind_switch,results_indtask,results_trial_target
0,4,1,PRE_TEST,"2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1","3434,2801,1634,1567,835,701,602,1235,768,1667,1734,1513,1068,1901,1701,1201,1304,1467,2268,955,1168,1036,1302,1035,1002,1237,936,2601,1835,1400,1368,1400,1469,1568,2600,1036,1067,1059,834,1035,1002,802,841,1069,1169,2068,1003,1669,2269,1267,1068,2053,1233,1001,1369,1202,1668,1203,933,2068,2767,1902,1100,1602,935,1237,1569,1140,1001,734,1571,1167,835,1000,1200,1670,1403,1670,1235,1435,1033,1600,1567,1768,1668,1268,4335,1703,2535,1100,1002,1401,900,1835,1267,1202,1001,2300,935","0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1","7,9,4,1,2,1,1,3,1,1,6,8,2,9,4,8,9,7,6,3,1,9,9,3,2,9,9,4,8,1,8,9,2,1,2,8,4,9,3,9,1,1,4,3,4,1,7,4,9,8,1,8,8,4,1,4,3,9,9,8,9,7,9,1,2,3,1,7,3,1,1,4,1,2,7,9,7,6,8,8,1,6,8,2,6,4,1,8,3,4,2,4,6,9,7,8,3,6,4"
1,4,2,POST_TEST,"2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1","1402,969,1169,1035,2001,1634,1668,1270,767,1468,969,1002,1561,1367,1034,1066,3167,2531,969,934,768,1001,1068,1039,832,805,1202,1702,1135,934,1668,901,801,1236,810,1115,936,830,801,901,3485,834,1400,934,1335,1668,901,1233,1034,1102,867,1668,2333,1669,1335,802,1067,1336,1169,901,2305,1276,1501,841,1130,863,1333,802,1367,2003,1001,1068,869,1366,1525,1135,970,935,1335,1134,1267,867,935,1068,1367,1135,767,1034,902,1402,1236,1168,1334,903,1035,1335,567,1100,768","0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1","1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0","8,8,1,3,1,7,2,6,1,7,6,2,6,2,4,7,4,3,2,7,7,4,8,1,6,1,8,7,8,9,2,3,2,4,4,8,1,9,8,7,6,8,4,4,9,2,7,1,2,1,3,2,9,1,7,1,8,7,3,4,6,4,9,8,4,4,7,2,8,9,8,8,1,2,9,3,8,7,9,3,7,1,8,6,8,9,8,9,7,4,2,1,2,9,1,8,8,9,7"
