,participant_id,task_idx,task_status,results_responses_pos,results_responses_fix,results_rt,results_targetvalue_stim,results_targetvalue_fixation,results_target_distance,results_rt_fixation
0,4,2,PRE_TEST,"1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1","1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0","1601,784,1333,1235,899,851,1302,736,2600,1399,901,716,934,1252,781,651,699,1048,917,1070,884,1336,670,786,1001,950,750,1019,1402,681,869,866,1365,1076,886,1449,1001,634,835,502","1,0,1,2,2,0,1,3,0,0,3,1,2,3,1,3,2,3,0,3,3,3,2,2,1,0,3,2,1,1,1,0,0,0,1,3,0,2,0,1","1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0","209,104,209,104,104,209,209,104,104,209,209,104,104,209,104,209,209,104,104,209,104,209,209,104,209,104,104,209,209,104,104,209,209,104,209,104,104,209,209,104","8603,2570,1402,1335,1634,2500,1135,966,3568,2767,1500,1670,3000,3965,1771,1602,936,802,1435,1767,1284,1201,1132,1217,1267,2633,801,1067,2434,1636,1168,1100,739,1234,735,1366,1165,1066,1001,1000"
1,4,3,POST_TEST,"1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1","1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0","997,601,950,785,684,870,899,632,866,700,885,950,968,1001,800,748,1100,766,1033,1035,599,619,568,733,781,687,634,620,636,1134,634,500,1309,818,801,668,934,799,769,917","1,3,1,3,1,0,1,3,0,0,0,2,0,0,2,0,1,3,0,2,3,2,3,1,1,1,2,2,1,1,2,2,0,0,0,0,2,2,2,3","1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0","104,209,209,104,104,209,209,104,104,209,209,104,104,209,104,209,104,209,104,209,209,104,209,104,209,104,209,104,104,209,104,209,104,209,104,209,104,209,209,104","1604,1169,803,1235,1468,1032,1135,1033,2535,1199,968,1135,1634,734,1300,1234,1169,1368,1333,1222,1134,1036,934,836,1003,1500,1103,967,1800,1335,868,800,1005,1528,930,1835,634,968,1069,936"
