,participant_id,task_idx,task_status,results_responses,results_rt,results_targetvalue,results_flagcorrect,results_stimind,results_trial
0,4,4,PRE_TEST,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,,,,,,,,,,,","1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,2,2,0,2,1,0,1,1,2,2,2,1,0,2,1,1,0,2,2,1,0,0,2,1,0,1,2,1,0,0,2,1,2,1,1,2,1,2,2,1,0,2,2,1,0,1,0,2,0,2,1,1,2,2,1,0,0,0,1,2,2,0,1,1,2,1,0,2,2,0,0,0,1,0,1,1,0,2,2,2,1,0,1,0,2,2,0,0,0,0,2,0,2,2,2,2,2,0,0,0,0,2,2,0,0","true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,true,true,false,true,true,true,false,true,true,true,false,true,false,true,true,false,true,false,false,true,true,false,false,true,true,true,true,false,true,false,true,true,false,false,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,false,true,false,true,false,false,false,true,true,true,true,false,false,true,true","0,0,5,3,4,1,1,7,2,2,6,3,14,38,9,14,9,4,38,10,5,17,16,10,17,16,12,6,12,18,31,7,31,18,30,8,9,30,37,10,21,37,32,11,12,21,8,32,35,11,8,13,11,35,26,13,13,26,34,14,20,15,34,16,20,15,24,15,24,33,17,18,19,36,33,36,20,29,22,29,23,21,23,22,22,23,24,39,25,27,28,26,39,27,28,19,27,25,28,19,25,29,30,31,32,4,33,5,0,1,3,7,34,35,36,37,2,6,38,39","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119"
1,4,5,POST_TEST,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",",,,,,,,,,,,,,,,902,,,1005,,1000,1000,918,,,,,902,1012,,936,1002,,1000,,,934,,,,,,,1012,1003,968,,,,968,,,934,1002,901,,,,,935,1007,,902,,,901,1002,835,935,,1002,1008,968,902,902,1001,,865,1001,,,1013,1004,,971,867,,,,870,904,933,,902,974,,1001,,,867,969,866,,,,,,,868,,,,,,,,,,,","0,1,1,1,0,1,1,0,1,1,1,0,1,0,2,1,1,1,2,0,2,2,1,1,0,0,1,2,2,0,2,1,1,2,0,1,2,2,0,0,1,1,1,2,2,2,0,0,0,1,1,0,2,0,2,1,0,1,1,2,2,1,2,0,0,1,2,2,1,1,0,1,2,2,2,1,0,0,2,0,0,1,1,0,2,2,0,0,1,1,1,2,0,2,2,1,1,1,0,2,2,2,0,0,0,0,2,0,2,2,2,2,0,2,2,0,2,0,0,0","true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,false,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,false,false,true,false,true,true,true","0,3,2,6,1,1,4,2,0,7,5,3,38,4,38,16,30,21,16,5,30,21,15,29,6,7,39,15,29,8,39,9,12,9,9,13,12,13,10,11,14,35,36,14,35,36,12,13,14,10,18,15,18,16,10,23,17,33,37,33,23,8,37,18,19,31,8,31,20,19,20,34,20,34,19,17,21,22,17,23,24,32,11,25,11,32,26,27,25,22,27,25,28,27,22,26,28,24,29,28,26,24,30,31,32,33,3,34,0,6,5,2,35,1,4,36,7,37,38,39","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119"
