,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.591,0.033,0.527,0.653,0.0,0.0,6878.0,5522.0,1.0,True
post_test_theta,0.671,0.032,0.609,0.729,0.0,0.0,7215.0,4852.0,1.0,True
difference_of_means,0.08,0.046,-0.006,0.166,0.001,0.0,6802.0,5398.0,1.0,True
