,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_pre_test,2.5,0.007,2.487,2.513,0.0,0.0,37401.0,21459.0,1.0
mu_post_test,2.499,0.007,2.486,2.513,0.0,0.0,38573.0,21737.0,1.0
sigma,0.032,0.004,0.025,0.039,0.0,0.0,34143.0,20995.0,1.0
difference_of_means,-0.001,0.01,-0.02,0.018,0.0,0.0,39029.0,22561.0,1.0
