,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.854,0.018,0.822,0.887,0.0,0.0,6310.0,5181.0,1.0,True
post_test_theta,0.987,0.006,0.977,0.997,0.0,0.0,6528.0,4416.0,1.0,True
difference_of_means,0.133,0.018,0.099,0.167,0.0,0.0,6297.0,4997.0,1.0,True
