,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,ROPE_in_HDI
pre_test_theta,0.766,0.028,0.714,0.818,0.0,0.0,6706.0,5871.0,1.0,True
post_test_theta,0.887,0.021,0.847,0.927,0.0,0.0,7258.0,5328.0,1.0,True
difference_of_means,0.122,0.035,0.056,0.189,0.0,0.0,7188.0,5686.0,1.0,True
