,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.164,0.035,0.102,0.233,0.0,0.0,14364.0,11797.0,1.0
post_test_posterior,0.328,0.045,0.241,0.409,0.0,0.0,14529.0,11145.0,1.0
difference_of_means,0.164,0.057,0.059,0.269,0.0,0.0,14660.0,11917.0,1.0
