,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.677,0.016,0.645,0.705,0.0,0.0,14245.0,11493.0,1.0
post_test_posterior,0.782,0.014,0.755,0.809,0.0,0.0,13479.0,12362.0,1.0
difference_of_means,0.105,0.022,0.065,0.146,0.0,0.0,13906.0,11144.0,1.0
