,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.572,0.024,0.528,0.616,0.0,0.0,14122.0,11909.0,1.0
post_test_posterior,0.681,0.022,0.641,0.725,0.0,0.0,14026.0,10202.0,1.0
difference_of_means,0.108,0.033,0.047,0.169,0.0,0.0,13919.0,11339.0,1.0
