,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.598,0.016,0.569,0.627,0.0,0.0,14732.0,11392.0,1.0
post_test_posterior,0.598,0.016,0.569,0.627,0.0,0.0,14011.0,10669.0,1.0
difference_of_means,0.0,0.022,-0.04,0.042,0.0,0.0,14350.0,11841.0,1.0
