,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.728,0.031,0.669,0.785,0.0,0.0,14288.0,11491.0,1.0
post_test_posterior,0.752,0.031,0.695,0.809,0.0,0.0,14417.0,11518.0,1.0
difference_of_means,0.025,0.044,-0.06,0.104,0.0,0.0,14288.0,11539.0,1.0
