,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
pre_test_posterior,0.489,0.037,0.421,0.562,0.0,0.0,13981.0,11029.0,1.0
post_test_posterior,0.528,0.038,0.46,0.601,0.0,0.0,13844.0,11376.0,1.0
difference_of_means,0.04,0.053,-0.062,0.136,0.0,0.0,14006.0,11452.0,1.0
