,participant_id,task_idx,task_status,results_responses_pos,results_responses_fix,results_rt,results_targetvalue_stim,results_targetvalue_fixation,results_target_distance,results_rt_fixation
33,155,2,POST_TEST,"1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1","1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1","799,764,2324,1669,598,701,1074,538,1651,676,667,855,768,487,1784,816,656,691,732,503,800,672,2267,664,568,718,635,701,851,568,632,1965,574,693,615,1051,601,629,667,669","0,3,0,0,1,1,2,1,2,0,0,0,0,0,2,2,3,0,3,1,1,1,0,3,3,0,1,0,0,0,1,0,2,3,1,3,0,3,0,1","1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1","234,117,117,234,117,234,234,117,117,234,117,234,234,117,234,117,234,117,234,117,234,117,234,117,117,234,117,234,117,234,117,234,117,234,234,117,117,234,117,234","1518,1303,1519,1969,1185,1651,1652,936,1216,884,1135,1235,2919,887,2057,969,1284,761,1252,1051,1140,920,935,1228,1164,886,765,718,602,957,934,1720,1961,692,942,1319,753,757,1218,1115"
34,158,1,PRE_TEST,"0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1","0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0","623,1025,498,620,547,614,595,1036,446,1524,3274,528,488,646,603,580,586,480,472,577,366,614,675,543,420,516,779,420,684,1625,387,396,391,351,422,699,788,395,480,353","2,0,0,0,3,1,3,0,3,0,1,0,2,2,3,1,3,0,2,2,3,2,0,3,2,1,1,0,2,3,3,0,2,3,0,2,0,2,1,0","0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0","146,293,293,146,146,293,293,146,293,146,146,293,146,293,146,293,146,293,146,293,146,293,293,146,146,293,293,146,293,146,293,146,146,293,146,293,146,293,293,146","1269,1221,702,708,789,918,802,670,601,1370,1066,767,803,585,684,719,493,570,514,616,817,653,714,779,552,686,1250,641,668,802,554,508,760,784,630,631,640,530,660,796"
35,158,1,POST_TEST,"1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0","1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1","548,464,860,495,523,468,443,483,451,510,629,505,471,599,618,484,538,772,418,488,672,593,463,406,560,527,487,425,392,644,400,452,546,362,416,482,515,503,413,658","3,0,0,3,1,1,3,2,2,2,1,0,2,2,3,3,0,3,2,1,0,0,3,3,0,0,0,3,0,0,2,2,1,2,0,0,3,1,2,0","1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1","146,293,146,293,293,146,293,146,293,146,146,293,293,146,293,146,293,146,293,146,293,146,146,293,293,146,293,146,293,146,146,293,293,146,293,146,293,146,146,293","451,449,742,840,507,598,508,773,701,842,575,636,757,587,939,719,751,821,718,520,768,703,648,601,776,808,482,595,499,659,852,593,797,628,631,804,1167,465,822,801"
36,165,4,PRE_TEST,"0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0","554,849,488,543,388,476,362,630,2079,432,441,508,503,439,471,465,1458,848,3367,794,483,347,621,320,587,355,551,343,542,436,395,500,480,707,593,1200,910,788,563,484","2,2,0,1,3,2,3,1,1,3,1,1,0,1,0,0,0,1,2,0,1,1,0,2,3,1,2,0,0,0,2,0,0,3,1,3,3,0,1,3","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0","240,120,120,240,240,120,120,240,240,120,120,240,120,240,240,120,120,240,120,240,120,240,240,120,240,120,120,240,120,240,120,240,120,240,120,240,240,120,120,240","3086,2798,1411,3654,1199,1387,826,908,1655,3049,933,907,944,1179,725,729,791,595,910,735,986,527,277,751,837,800,946,516,856,1238,673,658,978,1291,724,2355,1477,441,1450,767"
37,165,4,POST_TEST,"1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1","0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1","685,652,627,496,438,9794,657,647,999,621,744,1901,586,404,599,1283,546,3104,620,2103,906,439,510,426,606,739,390,431,544,413,745,400,401,446,422,571,453,521,406,606","3,2,0,0,3,1,2,3,2,3,1,1,0,2,3,2,0,2,0,3,1,3,0,1,1,3,1,2,1,3,1,2,0,1,2,2,1,1,3,1","0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1","150,300,150,300,300,150,150,300,300,150,150,300,300,150,300,150,150,300,300,150,300,150,300,150,300,150,300,150,150,300,300,150,150,300,300,150,300,150,150,300","5787,3598,5264,1211,2068,1828,1562,1253,1540,3340,1370,829,597,538,786,862,777,982,637,609,897,457,1806,361,988,731,788,838,500,490,326,647,960,535,825,603,525,853,508,355"
38,168,3,PRE_TEST,"1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1","0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0","619,1750,704,528,386,443,494,351,1797,639,490,582,525,988,500,549,998,757,649,583,556,557,479,496,414,388,962,534,520,523,396,420,428,431,662,357,359,385,431,634","3,1,2,2,3,1,3,2,1,2,0,1,0,2,2,2,1,0,0,1,0,0,0,2,3,2,0,1,2,2,0,1,0,1,1,1,1,1,1,3","0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0","170,340,170,340,170,340,340,170,170,340,170,340,340,170,340,170,340,170,170,340,170,340,170,340,170,340,340,170,170,340,170,340,170,340,340,170,340,170,170,340","1240,916,1180,991,784,931,626,572,623,799,686,644,672,1502,946,820,1193,1413,713,531,744,703,939,703,600,899,1109,874,579,745,789,909,641,670,908,646,689,1070,549,532"
39,168,3,POST_TEST,"1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0","1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1","554,473,801,517,537,633,537,464,418,512,531,439,461,1176,415,448,363,544,480,456,523,402,419,268,705,486,453,508,447,366,396,665,601,440,397,586,455,468,505,560","3,1,1,3,1,0,0,3,0,0,2,3,1,3,1,2,0,2,1,0,1,0,1,2,2,1,2,2,3,1,1,1,2,3,2,2,3,1,2,3","1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1","340,170,170,340,340,170,340,170,340,170,340,170,170,340,170,340,170,340,170,340,340,170,340,170,170,340,340,170,340,170,170,340,340,170,170,340,340,170,170,340","1000,616,1717,828,713,533,662,732,564,595,583,700,506,889,996,1156,612,1740,728,677,849,863,614,580,961,483,711,969,546,737,522,596,653,559,581,813,596,812,563,1003"
40,177,0,PRE_TEST,"0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1","1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0","1616,1190,991,1166,838,1232,2862,2720,1415,2487,808,981,2360,1520,1680,879,1448,1314,982,1974,1862,911,783,600,708,512,665,582,509,1057,1554,801,695,760,1272,664,831,733,771,1768","1,0,0,3,3,3,3,1,0,0,3,2,0,2,1,2,1,0,3,0,2,2,0,2,1,0,0,0,2,1,1,0,0,3,3,2,3,3,1,2","1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0","232,116,232,116,116,232,116,232,116,232,232,116,116,232,232,116,116,232,232,116,232,116,232,116,232,116,116,232,116,232,232,116,116,232,232,116,232,116,232,116","2873,2221,1659,1354,1374,1140,1590,1570,2125,1910,1324,1306,1363,1150,1226,1013,1242,1259,1164,2472,1453,1260,980,887,1170,1245,1232,1920,1098,1199,1132,909,1026,1396,933,894,1062,1246,1099,992"
41,177,0,POST_TEST,"1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1","1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0","979,455,856,864,1200,641,6177,686,1007,864,1010,617,728,520,512,433,645,816,600,760,713,891,969,775,817,1557,798,1126,995,1076,1261,973,1088,700,473,623,679,711,1152,552","0,1,0,3,3,0,0,2,2,3,3,0,2,3,2,0,0,0,0,1,2,2,3,0,3,3,2,2,2,2,0,1,1,2,1,0,0,2,3,0","1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0","232,116,116,232,232,116,232,116,232,116,232,116,116,232,116,232,116,232,116,232,116,232,116,232,232,116,116,232,116,232,232,116,232,116,116,232,232,116,232,116","942,1626,885,823,1075,1216,1078,939,1440,1246,1081,909,1024,874,658,691,657,778,931,950,1346,1661,923,1085,1340,1667,1213,1149,1083,1635,1877,991,1749,1519,714,907,839,984,1316,929"
42,178,6,PRE_TEST,"1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1","0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","648,632,744,1048,656,761,736,687,544,575,672,912,1400,657,864,487,729,744,912,687,487,1137,552,504,1376,511,744,584,487,648,599,647,568,662,592,408,424,392,617,592","3,0,0,3,2,1,0,2,2,1,0,1,2,0,2,3,2,0,3,2,3,0,3,1,3,1,1,2,3,0,0,3,0,3,0,0,1,1,1,2","0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","91,182,91,182,91,182,182,91,182,91,182,91,182,91,182,91,182,91,91,182,91,182,182,91,182,91,182,91,91,182,182,91,182,91,182,91,182,91,91,182","1264,1126,937,1180,709,657,600,619,897,534,754,753,801,927,597,684,460,757,863,889,633,2107,455,472,769,508,508,635,543,541,678,773,733,567,397,441,659,641,368,456"
43,178,6,POST_TEST,"1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1","0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1","688,696,736,1751,824,816,608,584,1696,544,424,600,736,465,472,1175,504,480,448,504,568,1007,520,696,576,520,519,464,807,567,568,663,472,631,487,465,584,407,407,400","1,1,0,1,1,3,2,0,3,0,0,1,1,1,3,1,3,0,3,1,0,1,3,0,0,0,3,3,0,3,0,3,3,0,1,1,0,1,2,0","0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1","178,89,89,178,178,89,89,178,89,178,178,89,178,89,178,89,178,89,89,178,89,178,89,178,178,89,178,89,178,89,89,178,178,89,178,89,178,89,89,178","799,491,861,645,799,719,730,659,1034,599,1083,759,984,1020,1256,604,1238,527,377,725,994,342,1368,528,1064,459,371,632,607,926,529,623,353,450,489,504,446,463,1205,551"
44,179,5,PRE_TEST,"1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1","392,1120,807,407,792,382,431,408,647,360,375,657,416,567,376,352,359,432,375,654,351,367,326,383,544,423,304,392,358,330,359,536,624,552,402,352,368,439,390,352","2,2,3,3,3,1,0,0,1,3,0,0,0,2,3,2,2,2,1,1,0,1,0,0,0,0,2,1,1,0,0,1,1,2,2,3,1,1,0,0","1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1","116,233,116,233,116,233,116,233,116,233,116,233,233,116,116,233,233,116,116,233,233,116,233,116,116,233,116,233,116,233,116,233,116,233,233,116,116,233,116,233","817,518,645,486,664,538,464,485,505,474,788,518,516,481,460,463,454,389,558,384,359,398,384,320,389,574,465,448,507,771,302,475,295,478,455,435,670,447,585,664"
45,179,5,POST_TEST,"0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0","0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1","472,458,481,431,459,352,825,883,447,636,717,409,362,933,760,398,576,567,398,425,1600,390,658,615,362,472,344,352,954,521,437,343,344,551,535,345,647,652,374,310","3,3,0,2,1,0,2,3,1,2,0,0,3,0,1,1,0,1,3,2,1,2,2,3,1,0,0,1,1,1,3,2,1,0,3,0,3,0,3,0","0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1","233,116,116,233,233,116,116,233,233,116,116,233,233,116,233,116,233,116,233,116,233,116,233,116,116,233,116,233,116,233,233,116,116,233,116,233,116,233,116,233","506,593,420,513,737,494,527,544,548,880,529,553,430,404,386,483,390,437,545,347,953,897,558,419,515,514,468,330,343,790,428,345,469,759,985,985,512,383,588,426"
46,180,0,PRE_TEST,"1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1","1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1","13725,936,724,558,604,542,591,546,784,563,1398,555,531,614,603,559,591,496,2856,482,524,468,403,415,569,399,472,466,1060,551,530,1547,418,628,604,444,705,635,435,395","1,3,3,0,1,1,0,2,2,0,0,1,0,0,3,1,1,3,2,2,1,0,1,0,1,1,1,0,1,0,3,3,1,1,2,3,1,0,1,0","1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1","115,231,231,115,231,115,115,231,115,231,115,231,231,115,231,115,115,231,231,115,115,231,115,231,115,231,231,115,115,231,231,115,115,231,115,231,115,231,231,115","1690,1542,651,1035,556,579,746,669,826,1061,1215,1106,571,964,987,1561,619,1007,1112,675,727,670,560,512,740,705,739,1213,829,644,1040,3355,723,996,1014,594,483,722,554,593"
47,180,0,POST_TEST,"1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0","0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1","457,633,500,383,395,438,472,894,463,796,586,558,501,422,445,420,314,470,271,446,420,517,13088,21746,1142,505,432,415,396,413,289,449,2198,409,383,384,421,511,362,1765","3,3,3,0,3,3,2,3,3,3,1,2,1,3,1,1,3,0,3,2,2,2,2,1,0,0,1,2,1,0,2,2,0,2,1,0,0,3,3,3","0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1","231,115,231,115,231,115,115,231,231,115,231,115,115,231,115,231,115,231,115,231,115,231,115,231,115,231,115,231,115,231,231,115,115,231,115,231,115,231,115,231","814,794,628,660,637,721,581,819,579,504,658,599,561,445,590,778,393,722,576,568,814,1128,864,459,915,894,561,644,601,503,528,627,1328,1230,493,424,737,362,694,668"
48,183,2,PRE_TEST,"1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1","1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0","1601,784,1333,1235,899,851,1302,736,2600,1399,901,716,934,1252,781,651,699,1048,917,1070,884,1336,670,786,1001,950,750,1019,1402,681,869,866,1365,1076,886,1449,1001,634,835,502","1,0,1,2,2,0,1,3,0,0,3,1,2,3,1,3,2,3,0,3,3,3,2,2,1,0,3,2,1,1,1,0,0,0,1,3,0,2,0,1","1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0","209,104,209,104,104,209,209,104,104,209,209,104,104,209,104,209,209,104,104,209,104,209,209,104,209,104,104,209,209,104,104,209,209,104,209,104,104,209,209,104","8603,2570,1402,1335,1634,2500,1135,966,3568,2767,1500,1670,3000,3965,1771,1602,936,802,1435,1767,1284,1201,1132,1217,1267,2633,801,1067,2434,1636,1168,1100,739,1234,735,1366,1165,1066,1001,1000"
49,183,2,POST_TEST,"1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1","1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0","997,601,950,785,684,870,899,632,866,700,885,950,968,1001,800,748,1100,766,1033,1035,599,619,568,733,781,687,634,620,636,1134,634,500,1309,818,801,668,934,799,769,917","1,3,1,3,1,0,1,3,0,0,0,2,0,0,2,0,1,3,0,2,3,2,3,1,1,1,2,2,1,1,2,2,0,0,0,0,2,2,2,3","1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0","104,209,209,104,104,209,209,104,104,209,209,104,104,209,104,209,104,209,104,209,209,104,209,104,209,104,209,104,104,209,104,209,104,209,104,209,104,209,209,104","1604,1169,803,1235,1468,1032,1135,1033,2535,1199,968,1135,1634,734,1300,1234,1169,1368,1333,1222,1134,1036,934,836,1003,1500,1103,967,1800,1335,868,800,1005,1528,930,1835,634,968,1069,936"
50,184,0,PRE_TEST,"0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0","1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1","2583,1915,1178,1061,1240,1359,2191,639,1072,687,940,759,627,739,605,531,648,504,652,578,685,520,620,553,738,996,716,547,704,698,728,604,569,638,648,538,549,693,616,795","2,2,0,1,3,1,2,0,1,1,1,2,2,0,2,1,3,2,3,2,1,0,2,3,3,2,1,0,0,1,0,0,0,2,0,0,3,3,2,3","1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1","94,189,189,94,94,189,189,94,189,94,189,94,94,189,189,94,189,94,189,94,189,94,189,94,94,189,189,94,189,94,189,94,94,189,189,94,189,94,189,94","2455,1265,1115,1594,1194,2042,1294,924,1622,1052,849,999,665,722,662,759,949,859,839,1093,1239,1013,752,737,1007,1003,712,669,726,891,864,820,957,1013,1208,706,1664,1444,941,775"
51,184,0,POST_TEST,"1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1","1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1","701,698,899,669,598,654,526,692,654,546,593,680,803,577,594,718,584,518,737,584,533,609,565,590,609,527,579,572,613,573,586,575,671,489,589,486,687,513,636,526","3,1,0,0,0,2,3,1,0,1,1,0,0,1,1,1,3,3,3,2,0,3,0,1,0,0,0,0,1,3,3,0,1,2,3,0,0,0,0,0","1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1","94,189,189,94,189,94,94,189,189,94,94,189,94,189,94,189,189,94,94,189,94,189,189,94,94,189,94,189,189,94,189,94,189,94,189,94,189,94,189,94","953,808,622,908,913,1160,648,933,781,625,584,763,922,1047,868,1023,775,537,725,675,827,1126,780,689,1023,797,731,767,1044,703,727,827,1143,1006,690,791,856,1055,824,991"
52,185,0,PRE_TEST,"1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1","1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0","1366,1833,1055,887,1631,1907,840,1456,584,958,551,711,656,815,1480,695,1600,2063,2705,592,2713,496,553,1615,591,825,625,592,473,1599,584,1760,568,671,1008,416,784,1200,494,905","2,2,2,3,3,3,2,2,2,1,2,0,1,0,1,0,0,3,1,1,1,1,1,0,0,2,0,2,0,2,2,0,2,3,3,0,2,2,3,3","1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0","218,109,218,109,109,218,218,109,109,218,218,109,109,218,218,109,218,109,218,109,218,109,109,218,109,218,218,109,218,109,109,218,109,218,109,218,109,218,109,218","5441,1457,1290,1253,1195,834,968,1047,1589,1056,834,2435,864,1101,1043,809,732,1116,934,671,11214,1534,942,733,754,1549,745,892,879,1165,1003,957,1155,5968,1896,1224,6393,790,737,1128"
53,185,0,POST_TEST,"0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1","0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0","448,350,505,527,424,544,417,472,664,1079,639,480,1064,672,1145,1023,791,1160,983,431,671,631,447,719,664,848,961,561,575,496,519,1183,561,616,624,608,1008,1991,840,520","3,0,0,3,3,1,3,3,1,2,1,3,1,0,1,3,0,3,0,1,2,2,3,2,0,0,1,1,3,0,1,2,2,0,2,3,2,1,0,3","0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0","218,109,109,218,218,109,109,218,109,218,109,218,218,109,218,109,109,218,109,218,218,109,218,109,218,109,109,218,218,109,109,218,109,218,109,218,109,218,109,218","940,766,810,2506,826,602,494,661,728,1020,785,1544,635,610,648,707,855,676,637,672,958,768,1234,613,867,832,862,615,1140,721,738,625,691,1059,998,767,866,716,1329,933"
54,176,3,PRE_TEST,"0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1","1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1","873,617,1438,869,539,597,888,1307,880,491,527,593,418,583,401,401,549,454,371,940,544,403,404,433,380,544,401,381,329,498,366,435,316,394,380,508,503,365,350,367","1,2,2,2,0,3,1,3,0,0,0,1,3,2,1,0,1,2,2,2,0,0,3,2,1,2,3,2,1,1,0,3,3,2,1,3,2,3,3,1","1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1","358,179,358,179,179,358,358,179,358,179,179,358,358,179,179,358,358,179,358,179,179,358,358,179,179,358,179,358,179,358,179,358,358,179,179,358,179,358,179,358","1546,876,851,1080,2186,1133,749,884,807,907,1243,754,611,472,494,495,763,357,529,512,637,505,610,45637,1116,473,602,401,546,472,884,444,534,536,873,440,423,474,312,595"
55,176,3,POST_TEST,"0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1","1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0","483,527,675,373,634,334,427,372,427,455,416,315,455,501,589,713,333,634,635,853,366,306,717,288,433,372,337,443,465,340,331,360,596,256,418,360,414,405,426,331","2,1,1,0,0,3,1,0,3,3,0,1,3,3,1,0,0,2,1,1,3,0,0,1,2,0,0,1,0,2,3,0,1,1,1,3,1,1,1,1","1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0","358,179,358,179,179,358,179,358,358,179,179,358,358,179,358,179,179,358,179,358,358,179,179,358,358,179,179,358,179,358,179,358,358,179,358,179,179,358,358,179","1111,690,474,734,824,914,541,648,725,2076,440,558,492,573,580,442,498,289,381,516,530,534,451,427,478,535,513,408,406,423,454,548,477,689,296,428,442,470,627,542"
